way,32,2,64,l,400.perlbench,878,0.088
way,32,2,64,l,401.bzip2,19591,1.959
way,32,2,64,l,403.gcc,24232,2.423
way,32,2,64,l,410.bwaves,84326,8.433
way,32,2,64,l,416.gamess,20316,2.032
way,32,2,64,l,429.mcf,106950,10.695
way,32,2,64,l,433.milc,22087,2.209
way,32,2,64,l,435.gromacs,4606,0.461
way,32,2,64,l,436.cactusADM,12930,1.293
way,32,2,64,l,437.leslie3d,4692,0.469
way,32,2,64,l,444.namd,7402,0.740
way,32,2,64,l,445.gobmk,20133,2.013
way,32,2,64,l,450.soplex,70424,7.042
way,32,2,64,l,453.povray,26293,2.629
way,32,2,64,l,454.calculix,440,0.044
way,32,2,64,l,456.hmmer,7094,0.709
way,32,2,64,l,458.sjeng,10952,1.095
way,32,2,64,l,459.GemsFDTD,26505,2.651
way,32,2,64,l,462.libquantum,17649,1.765
way,32,2,64,l,464.h264ref,867,0.087
way,32,2,64,l,465.tonto,28139,2.814
way,32,2,64,l,470.lbm,36744,3.674
way,32,2,64,l,471.omnetpp,45323,4.532
way,32,2,64,l,473.astar,4749,0.475
way,32,2,64,l,481.wrf,4101,0.410
way,32,2,64,l,482.sphinx3,13275,1.327
way,32,2,64,l,483.xalancbmk,20679,2.068
way,32,4,64,l,400.perlbench,297,0.030
way,32,4,64,l,401.bzip2,19086,1.909
way,32,4,64,l,403.gcc,21681,2.168
way,32,4,64,l,410.bwaves,85452,8.545
way,32,4,64,l,416.gamess,14819,1.482
way,32,4,64,l,429.mcf,107141,10.714
way,32,4,64,l,433.milc,22083,2.208
way,32,4,64,l,435.gromacs,4301,0.430
way,32,4,64,l,436.cactusADM,11778,1.178
way,32,4,64,l,437.leslie3d,3968,0.397
way,32,4,64,l,444.namd,5561,0.556
way,32,4,64,l,445.gobmk,14747,1.475
way,32,4,64,l,450.soplex,67836,6.784
way,32,4,64,l,453.povray,24832,2.483
way,32,4,64,l,454.calculix,420,0.042
way,32,4,64,l,456.hmmer,4504,0.450
way,32,4,64,l,458.sjeng,8366,0.837
way,32,4,64,l,459.GemsFDTD,25213,2.521
way,32,4,64,l,462.libquantum,17649,1.765
way,32,4,64,l,464.h264ref,581,0.058
way,32,4,64,l,465.tonto,28139,2.814
way,32,4,64,l,470.lbm,35867,3.587
way,32,4,64,l,471.omnetpp,37568,3.757
way,32,4,64,l,473.astar,4789,0.479
way,32,4,64,l,481.wrf,3876,0.388
way,32,4,64,l,482.sphinx3,12179,1.218
way,32,4,64,l,483.xalancbmk,20644,2.064
way,32,8,64,l,400.perlbench,235,0.024
way,32,8,64,l,401.bzip2,18860,1.886
way,32,8,64,l,403.gcc,21639,2.164
way,32,8,64,l,410.bwaves,16065,1.607
way,32,8,64,l,416.gamess,11729,1.173
way,32,8,64,l,429.mcf,107254,10.725
way,32,8,64,l,433.milc,22083,2.208
way,32,8,64,l,435.gromacs,4248,0.425
way,32,8,64,l,436.cactusADM,4344,0.434
way,32,8,64,l,437.leslie3d,3968,0.397
way,32,8,64,l,444.namd,4368,0.437
way,32,8,64,l,445.gobmk,11407,1.141
way,32,8,64,l,450.soplex,67734,6.773
way,32,8,64,l,453.povray,25001,2.500
way,32,8,64,l,454.calculix,420,0.042
way,32,8,64,l,456.hmmer,4097,0.410
way,32,8,64,l,458.sjeng,6924,0.692
way,32,8,64,l,459.GemsFDTD,17978,1.798
way,32,8,64,l,462.libquantum,17649,1.765
way,32,8,64,l,464.h264ref,555,0.056
way,32,8,64,l,465.tonto,28139,2.814
way,32,8,64,l,470.lbm,35867,3.587
way,32,8,64,l,471.omnetpp,27971,2.797
way,32,8,64,l,473.astar,4449,0.445
way,32,8,64,l,481.wrf,3834,0.383
way,32,8,64,l,482.sphinx3,11943,1.194
way,32,8,64,l,483.xalancbmk,20642,2.064
way,32,16,64,l,400.perlbench,237,0.024
way,32,16,64,l,401.bzip2,18662,1.866
way,32,16,64,l,403.gcc,21479,2.148
way,32,16,64,l,410.bwaves,12023,1.202
way,32,16,64,l,416.gamess,10149,1.015
way,32,16,64,l,429.mcf,107586,10.759
way,32,16,64,l,433.milc,22083,2.208
way,32,16,64,l,435.gromacs,4200,0.420
way,32,16,64,l,436.cactusADM,4205,0.420
way,32,16,64,l,437.leslie3d,3968,0.397
way,32,16,64,l,444.namd,3657,0.366
way,32,16,64,l,445.gobmk,10592,1.059
way,32,16,64,l,450.soplex,67457,6.746
way,32,16,64,l,453.povray,25338,2.534
way,32,16,64,l,454.calculix,420,0.042
way,32,16,64,l,456.hmmer,3680,0.368
way,32,16,64,l,458.sjeng,6564,0.656
way,32,16,64,l,459.GemsFDTD,17753,1.775
way,32,16,64,l,462.libquantum,17649,1.765
way,32,16,64,l,464.h264ref,555,0.056
way,32,16,64,l,465.tonto,28139,2.814
way,32,16,64,l,470.lbm,35867,3.587
way,32,16,64,l,471.omnetpp,22034,2.203
way,32,16,64,l,473.astar,4487,0.449
way,32,16,64,l,481.wrf,3885,0.389
way,32,16,64,l,482.sphinx3,11930,1.193
way,32,16,64,l,483.xalancbmk,20641,2.064
block,32,8,16,l,400.perlbench,526,0.053
block,32,8,16,l,401.bzip2,9561,0.956
block,32,8,16,l,403.gcc,78080,7.808
block,32,8,16,l,410.bwaves,50241,5.024
block,32,8,16,l,416.gamess,10959,1.096
block,32,8,16,l,429.mcf,131010,13.101
block,32,8,16,l,433.milc,75018,7.502
block,32,8,16,l,435.gromacs,8764,0.876
block,32,8,16,l,436.cactusADM,16435,1.643
block,32,8,16,l,437.leslie3d,15830,1.583
block,32,8,16,l,444.namd,6807,0.681
block,32,8,16,l,445.gobmk,18017,1.802
block,32,8,16,l,450.soplex,96565,9.656
block,32,8,16,l,453.povray,41400,4.140
block,32,8,16,l,454.calculix,1351,0.135
block,32,8,16,l,456.hmmer,14708,1.471
block,32,8,16,l,458.sjeng,7404,0.740
block,32,8,16,l,459.GemsFDTD,69706,6.971
block,32,8,16,l,462.libquantum,70583,7.058
block,32,8,16,l,464.h264ref,2060,0.206
block,32,8,16,l,465.tonto,112252,11.225
block,32,8,16,l,470.lbm,63270,6.327
block,32,8,16,l,471.omnetpp,33787,3.379
block,32,8,16,l,473.astar,7408,0.741
block,32,8,16,l,481.wrf,13350,1.335
block,32,8,16,l,482.sphinx3,34498,3.450
block,32,8,16,l,483.xalancbmk,36458,3.646
block,32,8,32,l,400.perlbench,340,0.034
block,32,8,32,l,401.bzip2,17694,1.769
block,32,8,32,l,403.gcc,41006,4.101
block,32,8,32,l,410.bwaves,27735,2.773
block,32,8,32,l,416.gamess,10637,1.064
block,32,8,32,l,429.mcf,137416,13.742
block,32,8,32,l,433.milc,39729,3.973
block,32,8,32,l,435.gromacs,5777,0.578
block,32,8,32,l,436.cactusADM,8270,0.827
block,32,8,32,l,437.leslie3d,7922,0.792
block,32,8,32,l,444.namd,3861,0.386
block,32,8,32,l,445.gobmk,13136,1.314
block,32,8,32,l,450.soplex,78884,7.888
block,32,8,32,l,453.povray,31895,3.189
block,32,8,32,l,454.calculix,738,0.074
block,32,8,32,l,456.hmmer,7632,0.763
block,32,8,32,l,458.sjeng,6556,0.656
block,32,8,32,l,459.GemsFDTD,35210,3.521
block,32,8,32,l,462.libquantum,35294,3.529
block,32,8,32,l,464.h264ref,1044,0.104
block,32,8,32,l,465.tonto,56179,5.618
block,32,8,32,l,470.lbm,45724,4.572
block,32,8,32,l,471.omnetpp,26114,2.611
block,32,8,32,l,473.astar,5442,0.544
block,32,8,32,l,481.wrf,7187,0.719
block,32,8,32,l,482.sphinx3,19752,1.975
block,32,8,32,l,483.xalancbmk,28832,2.883
block,32,8,64,l,400.perlbench,235,0.024
block,32,8,64,l,401.bzip2,18860,1.886
block,32,8,64,l,403.gcc,21639,2.164
block,32,8,64,l,410.bwaves,16065,1.607
block,32,8,64,l,416.gamess,11729,1.173
block,32,8,64,l,429.mcf,107254,10.725
block,32,8,64,l,433.milc,22083,2.208
block,32,8,64,l,435.gromacs,4248,0.425
block,32,8,64,l,436.cactusADM,4344,0.434
block,32,8,64,l,437.leslie3d,3968,0.397
block,32,8,64,l,444.namd,4368,0.437
block,32,8,64,l,445.gobmk,11407,1.141
block,32,8,64,l,450.soplex,67734,6.773
block,32,8,64,l,453.povray,25001,2.500
block,32,8,64,l,454.calculix,420,0.042
block,32,8,64,l,456.hmmer,4097,0.410
block,32,8,64,l,458.sjeng,6924,0.692
block,32,8,64,l,459.GemsFDTD,17978,1.798
block,32,8,64,l,462.libquantum,17649,1.765
block,32,8,64,l,464.h264ref,555,0.056
block,32,8,64,l,465.tonto,28139,2.814
block,32,8,64,l,470.lbm,35867,3.587
block,32,8,64,l,471.omnetpp,27971,2.797
block,32,8,64,l,473.astar,4449,0.445
block,32,8,64,l,481.wrf,3834,0.383
block,32,8,64,l,482.sphinx3,11943,1.194
block,32,8,64,l,483.xalancbmk,20642,2.064
block,32,8,128,l,400.perlbench,233,0.023
block,32,8,128,l,401.bzip2,19963,1.996
block,32,8,128,l,403.gcc,11183,1.118
block,32,8,128,l,410.bwaves,11265,1.127
block,32,8,128,l,416.gamess,12152,1.215
block,32,8,128,l,429.mcf,108355,10.835
block,32,8,128,l,433.milc,13260,1.326
block,32,8,128,l,435.gromacs,3542,0.354
block,32,8,128,l,436.cactusADM,13844,1.384
block,32,8,128,l,437.leslie3d,1990,0.199
block,32,8,128,l,444.namd,4467,0.447
block,32,8,128,l,445.gobmk,11074,1.107
block,32,8,128,l,450.soplex,60452,6.045
block,32,8,128,l,453.povray,18098,1.810
block,32,8,128,l,454.calculix,250,0.025
block,32,8,128,l,456.hmmer,2286,0.229
block,32,8,128,l,458.sjeng,9076,0.908
block,32,8,128,l,459.GemsFDTD,9353,0.935
block,32,8,128,l,462.libquantum,8826,0.883
block,32,8,128,l,464.h264ref,311,0.031
block,32,8,128,l,465.tonto,14109,1.411
block,32,8,128,l,470.lbm,24989,2.499
block,32,8,128,l,471.omnetpp,39869,3.987
block,32,8,128,l,473.astar,3890,0.389
block,32,8,128,l,481.wrf,2081,0.208
block,32,8,128,l,482.sphinx3,8039,0.804
block,32,8,128,l,483.xalancbmk,13666,1.367
policy,32,8,64,l,400.perlbench,235,0.024
policy,32,8,64,l,401.bzip2,18860,1.886
policy,32,8,64,l,403.gcc,21639,2.164
policy,32,8,64,l,410.bwaves,16065,1.607
policy,32,8,64,l,416.gamess,11729,1.173
policy,32,8,64,l,429.mcf,107254,10.725
policy,32,8,64,l,433.milc,22083,2.208
policy,32,8,64,l,435.gromacs,4248,0.425
policy,32,8,64,l,436.cactusADM,4344,0.434
policy,32,8,64,l,437.leslie3d,3968,0.397
policy,32,8,64,l,444.namd,4368,0.437
policy,32,8,64,l,445.gobmk,11407,1.141
policy,32,8,64,l,450.soplex,67734,6.773
policy,32,8,64,l,453.povray,25001,2.500
policy,32,8,64,l,454.calculix,420,0.042
policy,32,8,64,l,456.hmmer,4097,0.410
policy,32,8,64,l,458.sjeng,6924,0.692
policy,32,8,64,l,459.GemsFDTD,17978,1.798
policy,32,8,64,l,462.libquantum,17649,1.765
policy,32,8,64,l,464.h264ref,555,0.056
policy,32,8,64,l,465.tonto,28139,2.814
policy,32,8,64,l,470.lbm,35867,3.587
policy,32,8,64,l,471.omnetpp,27971,2.797
policy,32,8,64,l,473.astar,4449,0.445
policy,32,8,64,l,481.wrf,3834,0.383
policy,32,8,64,l,482.sphinx3,11943,1.194
policy,32,8,64,l,483.xalancbmk,20642,2.064
policy,32,8,64,r,400.perlbench,236,0.024
policy,32,8,64,r,401.bzip2,18454,1.845
policy,32,8,64,r,403.gcc,28559,2.856
policy,32,8,64,r,410.bwaves,26088,2.609
policy,32,8,64,r,416.gamess,11475,1.147
policy,32,8,64,r,429.mcf,107525,10.752
policy,32,8,64,r,433.milc,22350,2.235
policy,32,8,64,r,435.gromacs,4700,0.470
policy,32,8,64,r,436.cactusADM,9783,0.978
policy,32,8,64,r,437.leslie3d,4358,0.436
policy,32,8,64,r,444.namd,5228,0.523
policy,32,8,64,r,445.gobmk,15819,1.582
policy,32,8,64,r,450.soplex,71239,7.124
policy,32,8,64,r,453.povray,26219,2.622
policy,32,8,64,r,454.calculix,420,0.042
policy,32,8,64,r,456.hmmer,5737,0.574
policy,32,8,64,r,458.sjeng,9263,0.926
policy,32,8,64,r,459.GemsFDTD,21909,2.191
policy,32,8,64,r,462.libquantum,17795,1.780
policy,32,8,64,r,464.h264ref,590,0.059
policy,32,8,64,r,465.tonto,28370,2.837
policy,32,8,64,r,470.lbm,38637,3.864
policy,32,8,64,r,471.omnetpp,37236,3.724
policy,32,8,64,r,473.astar,5044,0.504
policy,32,8,64,r,481.wrf,4468,0.447
policy,32,8,64,r,482.sphinx3,14122,1.412
policy,32,8,64,r,483.xalancbmk,21873,2.187
