size,8,8,64,l,400.perlbench,1282,0.128
size,8,8,64,l,401.bzip2,23729,2.373
size,8,8,64,l,403.gcc,24090,2.409
size,8,8,64,l,410.bwaves,54928,5.493
size,8,8,64,l,416.gamess,37468,3.747
size,8,8,64,l,429.mcf,111595,11.159
size,8,8,64,l,433.milc,22154,2.215
size,8,8,64,l,435.gromacs,5119,0.512
size,8,8,64,l,436.cactusADM,110294,11.029
size,8,8,64,l,437.leslie3d,3968,0.397
size,8,8,64,l,444.namd,21166,2.117
size,8,8,64,l,445.gobmk,63246,6.325
size,8,8,64,l,450.soplex,76096,7.610
size,8,8,64,l,453.povray,37171,3.717
size,8,8,64,l,454.calculix,520,0.052
size,8,8,64,l,456.hmmer,11317,1.132
size,8,8,64,l,458.sjeng,36554,3.655
size,8,8,64,l,459.GemsFDTD,22920,2.292
size,8,8,64,l,462.libquantum,17649,1.765
size,8,8,64,l,464.h264ref,2855,0.285
size,8,8,64,l,465.tonto,28140,2.814
size,8,8,64,l,470.lbm,35913,3.591
size,8,8,64,l,471.omnetpp,91543,9.154
size,8,8,64,l,473.astar,4765,0.476
size,8,8,64,l,481.wrf,5962,0.596
size,8,8,64,l,482.sphinx3,15856,1.586
size,8,8,64,l,483.xalancbmk,20714,2.071
size,16,8,64,l,400.perlbench,471,0.047
size,16,8,64,l,401.bzip2,21467,2.147
size,16,8,64,l,403.gcc,22320,2.232
size,16,8,64,l,410.bwaves,25357,2.536
size,16,8,64,l,416.gamess,22185,2.219
size,16,8,64,l,429.mcf,110372,11.037
size,16,8,64,l,433.milc,22119,2.212
size,16,8,64,l,435.gromacs,4700,0.470
size,16,8,64,l,436.cactusADM,63487,6.349
size,16,8,64,l,437.leslie3d,3968,0.397
size,16,8,64,l,444.namd,14345,1.435
size,16,8,64,l,445.gobmk,33628,3.363
size,16,8,64,l,450.soplex,72354,7.235
size,16,8,64,l,453.povray,29787,2.979
size,16,8,64,l,454.calculix,469,0.047
size,16,8,64,l,456.hmmer,9333,0.933
size,16,8,64,l,458.sjeng,21201,2.120
size,16,8,64,l,459.GemsFDTD,18982,1.898
size,16,8,64,l,462.libquantum,17649,1.765
size,16,8,64,l,464.h264ref,557,0.056
size,16,8,64,l,465.tonto,28139,2.814
size,16,8,64,l,470.lbm,35867,3.587
size,16,8,64,l,471.omnetpp,73374,7.337
size,16,8,64,l,473.astar,4640,0.464
size,16,8,64,l,481.wrf,5123,0.512
size,16,8,64,l,482.sphinx3,12627,1.263
size,16,8,64,l,483.xalancbmk,20650,2.065
size,32,8,64,l,400.perlbench,235,0.024
size,32,8,64,l,401.bzip2,18860,1.886
size,32,8,64,l,403.gcc,21639,2.164
size,32,8,64,l,410.bwaves,16065,1.607
size,32,8,64,l,416.gamess,11729,1.173
size,32,8,64,l,429.mcf,107254,10.725
size,32,8,64,l,433.milc,22083,2.208
size,32,8,64,l,435.gromacs,4248,0.425
size,32,8,64,l,436.cactusADM,4344,0.434
size,32,8,64,l,437.leslie3d,3968,0.397
size,32,8,64,l,444.namd,4368,0.437
size,32,8,64,l,445.gobmk,11407,1.141
size,32,8,64,l,450.soplex,67734,6.773
size,32,8,64,l,453.povray,25001,2.500
size,32,8,64,l,454.calculix,420,0.042
size,32,8,64,l,456.hmmer,4097,0.410
size,32,8,64,l,458.sjeng,6924,0.692
size,32,8,64,l,459.GemsFDTD,17978,1.798
size,32,8,64,l,462.libquantum,17649,1.765
size,32,8,64,l,464.h264ref,555,0.056
size,32,8,64,l,465.tonto,28139,2.814
size,32,8,64,l,470.lbm,35867,3.587
size,32,8,64,l,471.omnetpp,27971,2.797
size,32,8,64,l,473.astar,4449,0.445
size,32,8,64,l,481.wrf,3834,0.383
size,32,8,64,l,482.sphinx3,11943,1.194
size,32,8,64,l,483.xalancbmk,20642,2.064
size,64,8,64,l,400.perlbench,234,0.023
size,64,8,64,l,401.bzip2,15453,1.545
size,64,8,64,l,403.gcc,21370,2.137
size,64,8,64,l,410.bwaves,13260,1.326
size,64,8,64,l,416.gamess,3264,0.326
size,64,8,64,l,429.mcf,100313,10.031
size,64,8,64,l,433.milc,22083,2.208
size,64,8,64,l,435.gromacs,3757,0.376
size,64,8,64,l,436.cactusADM,3717,0.372
size,64,8,64,l,437.leslie3d,3968,0.397
size,64,8,64,l,444.namd,1133,0.113
size,64,8,64,l,445.gobmk,3230,0.323
size,64,8,64,l,450.soplex,61798,6.180
size,64,8,64,l,453.povray,12368,1.237
size,64,8,64,l,454.calculix,418,0.042
size,64,8,64,l,456.hmmer,3343,0.334
size,64,8,64,l,458.sjeng,1742,0.174
size,64,8,64,l,459.GemsFDTD,17753,1.775
size,64,8,64,l,462.libquantum,17649,1.765
size,64,8,64,l,464.h264ref,555,0.056
size,64,8,64,l,465.tonto,28139,2.814
size,64,8,64,l,470.lbm,35867,3.587
size,64,8,64,l,471.omnetpp,17547,1.755
size,64,8,64,l,473.astar,3716,0.372
size,64,8,64,l,481.wrf,2814,0.281
size,64,8,64,l,482.sphinx3,11364,1.136
size,64,8,64,l,483.xalancbmk,20639,2.064
size,128,8,64,l,400.perlbench,234,0.023
size,128,8,64,l,401.bzip2,4754,0.475
size,128,8,64,l,403.gcc,21333,2.133
size,128,8,64,l,410.bwaves,11697,1.170
size,128,8,64,l,416.gamess,1184,0.118
size,128,8,64,l,429.mcf,93056,9.306
size,128,8,64,l,433.milc,22083,2.208
size,128,8,64,l,435.gromacs,3103,0.310
size,128,8,64,l,436.cactusADM,2882,0.288
size,128,8,64,l,437.leslie3d,3968,0.397
size,128,8,64,l,444.namd,991,0.099
size,128,8,64,l,445.gobmk,1439,0.144
size,128,8,64,l,450.soplex,55180,5.518
size,128,8,64,l,453.povray,2918,0.292
size,128,8,64,l,454.calculix,418,0.042
size,128,8,64,l,456.hmmer,2960,0.296
size,128,8,64,l,458.sjeng,1220,0.122
size,128,8,64,l,459.GemsFDTD,17753,1.775
size,128,8,64,l,462.libquantum,17649,1.765
size,128,8,64,l,464.h264ref,555,0.056
size,128,8,64,l,465.tonto,28139,2.814
size,128,8,64,l,470.lbm,23809,2.381
size,128,8,64,l,471.omnetpp,16512,1.651
size,128,8,64,l,473.astar,2866,0.287
size,128,8,64,l,481.wrf,2760,0.276
size,128,8,64,l,482.sphinx3,10660,1.066
size,128,8,64,l,483.xalancbmk,20637,2.064
way,32,1,64,l,400.perlbench,12824,1.282
way,32,1,64,l,401.bzip2,24342,2.434
way,32,1,64,l,403.gcc,86183,8.618
way,32,1,64,l,410.bwaves,87220,8.722
way,32,1,64,l,416.gamess,36143,3.614
way,32,1,64,l,429.mcf,108020,10.802
way,32,1,64,l,433.milc,23826,2.383
way,32,1,64,l,435.gromacs,5836,0.584
way,32,1,64,l,436.cactusADM,57423,5.742
way,32,1,64,l,437.leslie3d,6676,0.668
way,32,1,64,l,444.namd,13666,1.367
way,32,1,64,l,445.gobmk,33497,3.350
way,32,1,64,l,450.soplex,73165,7.316
way,32,1,64,l,453.povray,31524,3.152
way,32,1,64,l,454.calculix,483,0.048
way,32,1,64,l,456.hmmer,10465,1.046
way,32,1,64,l,458.sjeng,15312,1.531
way,32,1,64,l,459.GemsFDTD,27302,2.730
way,32,1,64,l,462.libquantum,18615,1.861
way,32,1,64,l,464.h264ref,5350,0.535
way,32,1,64,l,465.tonto,30249,3.025
way,32,1,64,l,470.lbm,45288,4.529
way,32,1,64,l,471.omnetpp,55645,5.564
way,32,1,64,l,473.astar,5998,0.600
way,32,1,64,l,481.wrf,7091,0.709
way,32,1,64,l,482.sphinx3,22693,2.269
way,32,1,64,l,483.xalancbmk,23191,2.319
