L1,32,8,400.perlbench,235,0.024
L1+L2,64,16,410.bwaves,16065,1.607,12095,75.288
L1+L2,64,16,416.gamess,11729,1.173,1761,15.014
L1+L2,64,16,429.mcf,107254,10.725,100051,93.284
L1+L2,64,16,433.milc,22083,2.208,22083,100.000
L1+L2,64,16,435.gromacs,4248,0.425,3648,85.876
L1+L2,64,16,436.cactusADM,4344,0.434,3617,83.264
L1+L2,64,16,437.leslie3d,3968,0.397,3968,100.000
L1+L2,64,16,444.namd,4368,0.437,1013,23.191
L1+L2,64,16,445.gobmk,11407,1.141,2753,24.134
L1+L2,64,16,450.soplex,67734,6.773,61851,91.315
L1+L2,64,16,453.povray,25001,2.500,11466,45.862
L1+L2,64,16,454.calculix,420,0.042,418,99.524
L1+L2,64,16,456.hmmer,4097,0.410,3394,82.841
L1+L2,64,16,458.sjeng,6924,0.692,1544,22.299
L1+L2,64,16,459.GemsFDTD,17978,1.798,17814,99.088
L1+L2,64,16,462.libquantum,17649,1.765,17649,100.000
L1+L2,64,16,464.h264ref,555,0.056,555,100.000
L1+L2,64,16,465.tonto,28139,2.814,28139,100.000
L1+L2,64,16,470.lbm,35867,3.587,35867,100.000
L1+L2,64,16,471.omnetpp,27971,2.797,17429,62.311
L1+L2,64,16,473.astar,4449,0.445,3576,80.378
L1+L2,64,16,481.wrf,3834,0.383,2858,74.544
L1+L2,64,16,482.sphinx3,11943,1.194,11341,94.959
L1+L2,64,16,483.xalancbmk,20642,2.064,20639,99.985
L1+L2,128,8,400.perlbench,235,0.024,234,99.574
L1+L2,128,8,401.bzip2,18860,1.886,4703,24.936
L1+L2,128,8,403.gcc,21639,2.164,21364,98.729
L1+L2,128,8,410.bwaves,16065,1.607,11661,72.586
L1+L2,128,8,416.gamess,11729,1.173,1122,9.566
L1+L2,128,8,429.mcf,107254,10.725,93163,86.862
L1+L2,128,8,433.milc,22083,2.208,22083,100.000
L1+L2,128,8,435.gromacs,4248,0.425,3059,72.010
L1+L2,128,8,436.cactusADM,4344,0.434,2864,65.930
L1+L2,128,8,437.leslie3d,3968,0.397,3968,100.000
L1+L2,128,8,444.namd,4368,0.437,991,22.688
L1+L2,128,8,445.gobmk,11407,1.141,1427,12.510
L1+L2,128,8,450.soplex,67734,6.773,55215,81.517
L1+L2,128,8,453.povray,25001,2.500,2983,11.932
L1+L2,128,8,454.calculix,420,0.042,418,99.524
L1+L2,128,8,456.hmmer,4097,0.410,3023,73.786
L1+L2,128,8,458.sjeng,6924,0.692,1213,17.519
L1+L2,128,8,459.GemsFDTD,17978,1.798,17761,98.793
L1+L2,128,8,462.libquantum,17649,1.765,17649,100.000
L1+L2,128,8,464.h264ref,555,0.056,555,100.000
L1+L2,128,8,465.tonto,28139,2.814,28139,100.000
L1+L2,128,8,470.lbm,35867,3.587,23491,65.495
L1+L2,128,8,471.omnetpp,27971,2.797,16881,60.352
L1+L2,128,8,473.astar,4449,0.445,2872,64.554
L1+L2,128,8,481.wrf,3834,0.383,2765,72.118
L1+L2,128,8,482.sphinx3,11943,1.194,10660,89.257
L1+L2,128,8,483.xalancbmk,20642,2.064,20637,99.976
L1+L2,128,16,400.perlbench,235,0.024,234,99.574
L1+L2,128,16,401.bzip2,18860,1.886,3883,20.589
L1+L2,128,16,403.gcc,21639,2.164,21360,98.711
L1+L2,128,16,410.bwaves,16065,1.607,11595,72.176
L1+L2,128,16,416.gamess,11729,1.173,1050,8.952
L1+L2,128,16,429.mcf,107254,10.725,92876,86.594
L1+L2,128,16,433.milc,22083,2.208,22083,100.000
L1+L2,128,16,435.gromacs,4248,0.425,3061,72.057
L1+L2,128,16,436.cactusADM,4344,0.434,2873,66.137
L1+L2,128,16,437.leslie3d,3968,0.397,3968,100.000
L1+L2,128,16,444.namd,4368,0.437,991,22.688
L1+L2,128,16,445.gobmk,11407,1.141,1411,12.370
L1+L2,128,16,450.soplex,67734,6.773,55069,81.302
L1+L2,128,16,453.povray,25001,2.500,2042,8.168
L1+L2,128,16,454.calculix,420,0.042,418,99.524
L1+L2,128,16,456.hmmer,4097,0.410,3021,73.737
L1+L2,128,16,458.sjeng,6924,0.692,1195,17.259
L1+L2,128,16,459.GemsFDTD,17978,1.798,17753,98.748
L1+L2,128,16,462.libquantum,17649,1.765,17649,100.000
L1+L2,128,16,464.h264ref,555,0.056,555,100.000
L1+L2,128,16,465.tonto,28139,2.814,28139,100.000
L1+L2,128,16,470.lbm,35867,3.587,24456,68.185
L1+L2,128,16,471.omnetpp,27971,2.797,16818,60.127
L1+L2,128,16,473.astar,4449,0.445,2866,64.419
L1+L2,128,16,481.wrf,3834,0.383,2762,72.040
L1+L2,128,16,482.sphinx3,11943,1.194,10659,89.249
L1+L2,128,16,483.xalancbmk,20642,2.064,20637,99.976
L1+L2+L3,512,16,400.perlbench,235,0.024,234,99.574,234,100.000
L1+L2+L3,512,16,401.bzip2,18860,1.886,2397,12.709,2369,98.832
L1+L2+L3,512,16,403.gcc,21639,2.164,21357,98.697,21344,99.939
L1+L2+L3,512,16,410.bwaves,16065,1.607,11471,71.404,11468,99.974
L1+L2+L3,512,16,416.gamess,11729,1.173,1049,8.944,1049,100.000
L1+L2+L3,512,16,429.mcf,107254,10.725,84940,79.195,74569,87.790
L1+L2+L3,512,16,433.milc,22083,2.208,22083,100.000,22083,100.000
L1+L2+L3,512,16,435.gromacs,4248,0.425,2783,65.513,2763,99.281
L1+L2+L3,512,16,436.cactusADM,4344,0.434,2860,65.838,2847,99.545
L1+L2+L3,512,16,437.leslie3d,3968,0.397,3968,100.000,3968,100.000
L1+L2+L3,512,16,444.namd,4368,0.437,991,22.688,991,100.000
L1+L2+L3,512,16,445.gobmk,11407,1.141,1411,12.370,1411,100.000
L1+L2+L3,512,16,450.soplex,67734,6.773,46572,68.757,36656,78.708
L1+L2+L3,512,16,453.povray,25001,2.500,1732,6.928,1707,98.557
L1+L2+L3,512,16,454.calculix,420,0.042,418,99.524,418,100.000
L1+L2+L3,512,16,456.hmmer,4097,0.410,2748,67.073,2748,100.000
L1+L2+L3,512,16,458.sjeng,6924,0.692,1195,17.259,1195,100.000
L1+L2+L3,512,16,459.GemsFDTD,17978,1.798,17753,98.748,17753,100.000
L1+L2+L3,512,16,462.libquantum,17649,1.765,17649,100.000,17649,100.000
L1+L2+L3,512,16,464.h264ref,555,0.056,555,100.000,555,100.000
L1+L2+L3,512,16,465.tonto,28139,2.814,27933,99.268,21725,77.775
L1+L2+L3,512,16,470.lbm,35867,3.587,22480,62.676,22480,100.000
L1+L2+L3,512,16,471.omnetpp,27971,2.797,16544,59.147,16449,99.426
L1+L2+L3,512,16,473.astar,4449,0.445,2484,55.833,2424,97.585
L1+L2+L3,512,16,481.wrf,3834,0.383,2760,71.987,2760,100.000
L1+L2+L3,512,16,482.sphinx3,11943,1.194,10094,84.518,9836,97.444
L1+L2+L3,512,16,483.xalancbmk,20642,2.064,20637,99.976,20637,100.000
L1+L2+L3,512,32,400.perlbench,235,0.024,234,99.574,234,100.000
L1+L2+L3,512,32,401.bzip2,18860,1.886,2397,12.709,2369,98.832
L1+L2+L3,512,32,403.gcc,21639,2.164,21357,98.697,21347,99.953
L1+L2+L3,512,32,410.bwaves,16065,1.607,11471,71.404,11464,99.939
L1+L2+L3,512,32,416.gamess,11729,1.173,1049,8.944,1049,100.000
L1+L2+L3,512,32,429.mcf,107254,10.725,84940,79.195,74226,87.386
L1+L2+L3,512,32,433.milc,22083,2.208,22083,100.000,22083,100.000
L1+L2+L3,512,32,435.gromacs,4248,0.425,2783,65.513,2763,99.281
L1+L2+L3,512,32,436.cactusADM,4344,0.434,2860,65.838,2847,99.545
L1+L2+L3,512,32,437.leslie3d,3968,0.397,3968,100.000,3968,100.000
L1+L2+L3,512,32,444.namd,4368,0.437,991,22.688,991,100.000
L1+L2+L3,512,32,445.gobmk,11407,1.141,1411,12.370,1411,100.000
L1+L2+L3,512,32,450.soplex,67734,6.773,46572,68.757,36662,78.721
L1+L2+L3,512,32,453.povray,25001,2.500,1732,6.928,1707,98.557
L1+L2+L3,512,32,454.calculix,420,0.042,418,99.524,418,100.000
L1+L2+L3,512,32,456.hmmer,4097,0.410,2748,67.073,2748,100.000
L1+L2+L3,512,32,458.sjeng,6924,0.692,1195,17.259,1195,100.000
L1+L2+L3,512,32,459.GemsFDTD,17978,1.798,17753,98.748,17753,100.000
L1+L2+L3,512,32,462.libquantum,17649,1.765,17649,100.000,17649,100.000
L1+L2+L3,512,32,464.h264ref,555,0.056,555,100.000,555,100.000
L1+L2+L3,512,32,465.tonto,28139,2.814,27933,99.268,21933,78.520
L1+L2+L3,512,32,470.lbm,35867,3.587,22480,62.676,22480,100.000
L1+L2+L3,512,32,471.omnetpp,27971,2.797,16544,59.147,16447,99.414
L1+L2+L3,512,32,473.astar,4449,0.445,2484,55.833,2425,97.625
L1+L2+L3,512,32,481.wrf,3834,0.383,2760,71.987,2760,100.000
L1+L2+L3,512,32,482.sphinx3,11943,1.194,10094,84.518,9791,96.998
L1+L2+L3,512,32,483.xalancbmk,20642,2.064,20637,99.976,20637,100.000
L1+L2+L3,1024,16,400.perlbench,235,0.024,234,99.574,234,100.000
L1+L2+L3,1024,16,401.bzip2,18860,1.886,2397,12.709,2369,98.832
L1+L2+L3,1024,16,403.gcc,21639,2.164,21357,98.697,21332,99.883
L1+L2+L3,1024,16,410.bwaves,16065,1.607,11471,71.404,11464,99.939
L1+L2+L3,1024,16,416.gamess,11729,1.173,1049,8.944,1049,100.000
L1+L2+L3,1024,16,429.mcf,107254,10.725,84940,79.195,63486,74.742
L1+L2+L3,1024,16,433.milc,22083,2.208,22083,100.000,22083,100.000
L1+L2+L3,1024,16,435.gromacs,4248,0.425,2783,65.513,2763,99.281
L1+L2+L3,1024,16,436.cactusADM,4344,0.434,2860,65.838,2847,99.545
L1+L2+L3,1024,16,437.leslie3d,3968,0.397,3968,100.000,3968,100.000
L1+L2+L3,1024,16,444.namd,4368,0.437,991,22.688,991,100.000
L1+L2+L3,1024,16,445.gobmk,11407,1.141,1411,12.370,1411,100.000
L1+L2+L3,1024,16,450.soplex,67734,6.773,46572,68.757,27538,59.130
L1+L2+L3,1024,16,453.povray,25001,2.500,1732,6.928,1707,98.557
L1+L2+L3,1024,16,454.calculix,420,0.042,418,99.524,418,100.000
L1+L2+L3,1024,16,456.hmmer,4097,0.410,2748,67.073,2748,100.000
L1+L2+L3,1024,16,458.sjeng,6924,0.692,1195,17.259,1195,100.000
L1+L2+L3,1024,16,459.GemsFDTD,17978,1.798,17753,98.748,17753,100.000
L1+L2+L3,1024,16,462.libquantum,17649,1.765,17649,100.000,17649,100.000
L1+L2+L3,1024,16,464.h264ref,555,0.056,555,100.000,555,100.000
L1+L2+L3,1024,16,465.tonto,28139,2.814,27933,99.268,17224,61.662
L1+L2+L3,1024,16,470.lbm,35867,3.587,22480,62.676,22480,100.000
L1+L2+L3,1024,16,471.omnetpp,27971,2.797,16544,59.147,16374,98.972
L1+L2+L3,1024,16,473.astar,4449,0.445,2484,55.833,2416,97.262
L1+L2+L3,1024,16,481.wrf,3834,0.383,2760,71.987,2760,100.000
L1+L2+L3,1024,16,482.sphinx3,11943,1.194,10094,84.518,9755,96.642
L1+L2+L3,1024,16,483.xalancbmk,20642,2.064,20637,99.976,20637,100.000
L1+L2+L3,1024,32,400.perlbench,235,0.024,234,99.574,234,100.000
L1+L2+L3,1024,32,401.bzip2,18860,1.886,2397,12.709,2369,98.832
L1+L2+L3,1024,32,403.gcc,21639,2.164,21357,98.697,21330,99.874
L1+L2+L3,1024,32,410.bwaves,16065,1.607,11471,71.404,11464,99.939
L1+L2+L3,1024,32,416.gamess,11729,1.173,1049,8.944,1049,100.000
L1+L2+L3,1024,32,429.mcf,107254,10.725,84940,79.195,63346,74.577
L1+L2+L3,1024,32,433.milc,22083,2.208,22083,100.000,22083,100.000
L1+L2+L3,1024,32,435.gromacs,4248,0.425,2783,65.513,2763,99.281
L1+L2+L3,1024,32,436.cactusADM,4344,0.434,2860,65.838,2847,99.545
L1+L2+L3,1024,32,437.leslie3d,3968,0.397,3968,100.000,3968,100.000
L1+L2+L3,1024,32,444.namd,4368,0.437,991,22.688,991,100.000
L1+L2+L3,1024,32,445.gobmk,11407,1.141,1411,12.370,1411,100.000
L1+L2+L3,1024,32,450.soplex,67734,6.773,46572,68.757,27339,58.703
L1+L2+L3,1024,32,453.povray,25001,2.500,1732,6.928,1707,98.557
L1+L2+L3,1024,32,454.calculix,420,0.042,418,99.524,418,100.000
L1+L2+L3,1024,32,456.hmmer,4097,0.410,2748,67.073,2748,100.000
L1+L2+L3,1024,32,458.sjeng,6924,0.692,1195,17.259,1195,100.000
L1+L2+L3,1024,32,459.GemsFDTD,17978,1.798,17753,98.748,17753,100.000
L1+L2+L3,1024,32,462.libquantum,17649,1.765,17649,100.000,17649,100.000
L1+L2+L3,1024,32,464.h264ref,555,0.056,555,100.000,555,100.000
L1+L2+L3,1024,32,465.tonto,28139,2.814,27933,99.268,17224,61.662
L1+L2+L3,1024,32,470.lbm,35867,3.587,22480,62.676,22480,100.000
L1+L2+L3,1024,32,471.omnetpp,27971,2.797,16544,59.147,16373,98.966
L1+L2+L3,1024,32,473.astar,4449,0.445,2484,55.833,2416,97.262
L1+L2+L3,1024,32,481.wrf,3834,0.383,2760,71.987,2760,100.000
L1+L2+L3,1024,32,482.sphinx3,11943,1.194,10094,84.518,9755,96.642
L1+L2+L3,1024,32,483.xalancbmk,20642,2.064,20637,99.976,20637,100.000
