Trace file,Capacity,Assoc,Block size,Policy,Total Misses,Miss Rate
401.bzip2-226B.trace.txt.gz,128kB,8,64B,l,4754,0.475,4754,0.475
401.bzip2-226B.trace.txt.gz,32kB,1,64B,l,24342,2.434,24342,2.434
401.bzip2-226B.trace.txt.gz,32kB,2,64B,l,19591,1.959,19591,1.959
401.bzip2-226B.trace.txt.gz,32kB,4,64B,l,19086,1.909,19086,1.909
401.bzip2-226B.trace.txt.gz,32kB,8,64B,l,18860,1.886,18860,1.886
401.bzip2-226B.trace.txt.gz,32kB,16,64B,l,18662,1.866,18662,1.866
401.bzip2-226B.trace.txt.gz,32kB,8,16B,l,9561,0.956,9561,0.956
401.bzip2-226B.trace.txt.gz,32kB,8,32B,l,17694,1.769,17694,1.769
401.bzip2-226B.trace.txt.gz,32kB,8,64B,l,18860,1.886,18860,1.886
401.bzip2-226B.trace.txt.gz,32kB,8,128B,l,19963,1.996,19963,1.996
401.bzip2-226B.trace.txt.gz,32kB,8,64B,l,18860,1.886,18860,1.886
401.bzip2-226B.trace.txt.gz,32kB,8,64B,r,18454,1.845,18454,1.845
450.soplex-247B.trace.txt.gz,8kB,8,64B,l,76096,7.610,76096,7.610
450.soplex-247B.trace.txt.gz,16kB,8,64B,l,72354,7.235,72354,7.235
450.soplex-247B.trace.txt.gz,32kB,8,64B,l,67734,6.773,67734,6.773
450.soplex-247B.trace.txt.gz,64kB,8,64B,l,61798,6.180,61798,6.180
450.soplex-247B.trace.txt.gz,128kB,8,64B,l,55180,5.518,55180,5.518
450.soplex-247B.trace.txt.gz,32kB,1,64B,l,73165,7.316,73165,7.316
450.soplex-247B.trace.txt.gz,32kB,2,64B,l,70424,7.042,70424,7.042
450.soplex-247B.trace.txt.gz,32kB,4,64B,l,67836,6.784,67836,6.784
450.soplex-247B.trace.txt.gz,32kB,8,64B,l,67734,6.773,67734,6.773
450.soplex-247B.trace.txt.gz,32kB,16,64B,l,67457,6.746,67457,6.746
450.soplex-247B.trace.txt.gz,32kB,8,16B,l,96565,9.656,96565,9.656
450.soplex-247B.trace.txt.gz,32kB,8,32B,l,78884,7.888,78884,7.888
450.soplex-247B.trace.txt.gz,32kB,8,64B,l,67734,6.773,67734,6.773
450.soplex-247B.trace.txt.gz,32kB,8,128B,l,60452,6.045,60452,6.045
450.soplex-247B.trace.txt.gz,32kB,8,64B,l,67734,6.773,67734,6.773
450.soplex-247B.trace.txt.gz,32kB,8,64B,r,71239,7.124,71239,7.124
458.sjeng-1088B.trace.txt.gz,8kB,8,64B,l,36554,3.655,36554,3.655
458.sjeng-1088B.trace.txt.gz,16kB,8,64B,l,21201,2.120,21201,2.120
458.sjeng-1088B.trace.txt.gz,32kB,8,64B,l,6924,0.692,6924,0.692
458.sjeng-1088B.trace.txt.gz,64kB,8,64B,l,1742,0.174,1742,0.174
458.sjeng-1088B.trace.txt.gz,128kB,8,64B,l,1220,0.122,1220,0.122
458.sjeng-1088B.trace.txt.gz,32kB,1,64B,l,15312,1.531,15312,1.531
458.sjeng-1088B.trace.txt.gz,32kB,2,64B,l,10952,1.095,10952,1.095
458.sjeng-1088B.trace.txt.gz,32kB,4,64B,l,8366,0.837,8366,0.837
458.sjeng-1088B.trace.txt.gz,32kB,8,64B,l,6924,0.692,6924,0.692
458.sjeng-1088B.trace.txt.gz,32kB,16,64B,l,6564,0.656,6564,0.656
458.sjeng-1088B.trace.txt.gz,32kB,8,16B,l,7404,0.740,7404,0.740
